,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
331,Belize,2013,0.194513,0.880138,0.255011,4.555868,0.82949,2.838476,1.761766
332,Belize,2014,0.194622,0.880507,0.256175,4.558857,0.83082,2.837371,1.766266
333,Belize,2015,0.19473,0.880893,0.257195,4.562088,0.83255,2.837546,1.771524
334,Belize,2016,0.194829,0.881266,0.258188,4.565311,0.832937,2.836835,1.777433
337,Bosnia and Herzegovina,1991,0.188985,0.707687,0.099612,3.360836,0.386837,2.672518,2.824723
338,Bosnia and Herzegovina,1992,0.188705,0.70744,0.099498,3.359627,0.386291,2.671643,2.82637
339,Bosnia and Herzegovina,1993,0.188597,0.707385,0.099194,3.359682,0.38472,2.671418,2.826895
340,Bosnia and Herzegovina,1994,0.188606,0.707411,0.099234,3.359926,0.384059,2.669313,2.826359
341,Bosnia and Herzegovina,1995,0.1887,0.707569,0.099508,3.360878,0.38365,2.66578,2.826793
342,Bosnia and Herzegovina,1996,0.189317,0.708106,0.102079,3.363374,0.384598,2.658545,2.821358
343,Bosnia and Herzegovina,1997,0.190639,0.709017,0.108757,3.366704,0.388498,2.644291,2.80533
344,Bosnia and Herzegovina,1998,0.192282,0.71017,0.116972,3.371193,0.393409,2.627605,2.786281
345,Bosnia and Herzegovina,1999,0.19384,0.711313,0.125453,3.375722,0.397958,2.606329,2.7714
346,Bosnia and Herzegovina,2000,0.19491,0.712181,0.13128,3.37929,0.402654,2.587122,2.766237
347,Bosnia and Herzegovina,2001,0.195589,0.712836,0.135944,3.3832,0.407387,2.566086,2.767124
348,Bosnia and Herzegovina,2002,0.196244,0.713528,0.139569,3.38835,0.413053,2.544027,2.767673
349,Bosnia and Herzegovina,2003,0.196844,0.714197,0.143059,3.393725,0.418995,2.517056,2.768025
350,Bosnia and Herzegovina,2004,0.197355,0.71478,0.146176,3.39818,0.424165,2.493971,2.768946
351,Bosnia and Herzegovina,2005,0.197756,0.715252,0.149331,3.401061,0.428113,2.470157,2.771279
352,Bosnia and Herzegovina,2006,0.1981,0.715559,0.152028,3.401897,0.429976,2.444474,2.781375
353,Bosnia and Herzegovina,2007,0.198458,0.715778,0.15461,3.401338,0.430802,2.415036,2.801711
354,Bosnia and Herzegovina,2008,0.198802,0.715973,0.157197,3.400497,0.430575,2.389821,2.825278
355,Bosnia and Herzegovina,2009,0.1991,0.716158,0.159969,3.399781,0.430964,2.36753,2.84443
356,Bosnia and Herzegovina,2010,0.199321,0.716364,0.161387,3.399698,0.430902,2.353722,2.852099
357,Bosnia and Herzegovina,2011,0.199508,0.71661,0.163954,3.400252,0.43185,2.344023,2.851393
358,Bosnia and Herzegovina,2012,0.199705,0.716853,0.165417,3.400588,0.432706,2.336783,2.850138
359,Bosnia and Herzegovina,2013,0.199912,0.717111,0.167328,3.400929,0.433727,2.329689,2.848304
360,Bosnia and Herzegovina,2014,0.200121,0.71738,0.168589,3.401301,0.433846,2.325415,2.845401
361,Bosnia and Herzegovina,2015,0.200322,0.717641,0.169897,3.401638,0.433851,2.321622,2.84123
362,Bosnia and Herzegovina,2016,0.200519,0.71792,0.171314,3.402155,0.433312,2.319066,2.835715
365,Brazil,1991,0.200931,1.094518,0.233714,5.563857,0.947967,3.529751,2.422741
366,Brazil,1992,0.201281,1.095843,0.234571,5.563495,0.952121,3.531068,2.433288
367,Brazil,1993,0.201587,1.097048,0.235456,5.567271,0.9554,3.537037,2.447223
368,Brazil,1994,0.201834,1.098076,0.236509,5.573641,0.957739,3.544956,2.463527
369,Brazil,1995,0.202004,1.098844,0.237314,5.580977,0.958947,3.553949,2.481157
370,Brazil,1996,0.202111,1.099409,0.238404,5.632947,0.959551,3.613853,2.513058
371,Brazil,1997,0.20219,1.099896,0.240256,5.749888,0.960218,3.746093,2.564113
372,Brazil,1998,0.20225,1.100308,0.242199,5.895318,0.960823,3.902352,2.621187
373,Brazil,1999,0.2023,1.100634,0.243833,6.032669,0.961662,4.034842,2.670994
374,Brazil,2000,0.202348,1.100882,0.245153,6.125479,0.962273,4.097776,2.700238
375,Brazil,2001,0.202414,1.101135,0.246012,6.189375,0.964259,4.106735,2.707953
376,Brazil,2002,0.202504,1.10145,0.246844,6.257604,0.968125,4.110734,2.705432
377,Brazil,2003,0.202609,1.101808,0.247595,6.320209,0.972504,4.109456,2.697842
378,Brazil,2004,0.202716,1.102167,0.248581,6.367079,0.976691,4.102729,2.690265
379,Brazil,2005,0.202819,1.102489,0.249669,6.388078,0.979773,4.090664,2.687807
380,Brazil,2006,0.20302,1.102973,0.251311,6.392372,0.986063,4.027395,2.691151
381,Brazil,2007,0.203373,1.103756,0.254081,6.395706,0.997877,3.895578,2.696485
382,Brazil,2008,0.20379,1.104679,0.257158,6.39738,1.011868,3.73573,2.702302
383,Brazil,2009,0.204172,1.105517,0.260296,6.396336,1.024538,3.588454,2.706941
384,Brazil,2010,0.204423,1.10608,0.262812,6.391711,1.032367,3.497159,2.708814
385,Brazil,2011,0.204578,1.106378,0.264975,6.377567,1.036564,3.449547,2.70827
386,Brazil,2012,0.20474,1.106618,0.267234,6.350157,1.0406,3.408068,2.706707
387,Brazil,2013,0.204907,1.106805,0.269346,6.3111,1.045119,3.371926,2.70413
388,Brazil,2014,0.205073,1.106928,0.271348,6.261913,1.049781,3.342011,2.700511
389,Brazil,2015,0.205235,1.106988,0.273366,6.204158,1.054041,3.319423,2.695875
390,Brazil,2016,0.205391,1.106988,0.275301,6.139401,1.05831,3.304643,2.690277
393,Bulgaria,1991,0.197591,0.625936,0.174484,3.567368,0.64379,2.77757,1.873761
394,Bulgaria,1992,0.19749,0.626225,0.173255,3.570018,0.643185,2.784457,1.871572
395,Bulgaria,1993,0.197385,0.626461,0.171778,3.572054,0.642998,2.789242,1.868211
396,Bulgaria,1994,0.197286,0.626634,0.170713,3.573457,0.643189,2.792333,1.864116
397,Bulgaria,1995,0.197207,0.626741,0.169853,3.574358,0.642836,2.793179,1.859693
398,Bulgaria,1996,0.197055,0.626755,0.168384,3.574062,0.642315,2.788651,1.848767
399,Bulgaria,1997,0.196796,0.626721,0.166812,3.572901,0.640681,2.776853,1.82884
400,Bulgaria,1998,0.196521,0.626706,0.165543,3.571696,0.639071,2.758974,1.806055
401,Bulgaria,1999,0.196315,0.626725,0.164336,3.570703,0.637833,2.740295,1.786741
402,Bulgaria,2000,0.196257,0.626806,0.163921,3.570453,0.638008,2.725205,1.777034
403,Bulgaria,2001,0.196386,0.626998,0.164236,3.571081,0.640746,2.709694,1.774641
404,Bulgaria,2002,0.196645,0.627279,0.165952,3.572131,0.645905,2.688689,1.773001
405,Bulgaria,2003,0.196983,0.627623,0.167817,3.573516,0.651184,2.665233,1.772167
406,Bulgaria,2004,0.197335,0.627958,0.170118,3.575025,0.657284,2.643532,1.771984
407,Bulgaria,2005,0.197651,0.628264,0.17202,3.576744,0.661618,2.625163,1.772424
408,Bulgaria,2006,0.198039,0.628531,0.174847,3.579491,0.664885,2.608345,1.779412
409,Bulgaria,2007,0.19859,0.628816,0.178052,3.583689,0.667397,2.590202,1.795127
410,Bulgaria,2008,0.199193,0.629057,0.181771,3.587616,0.671016,2.57455,1.813887
411,Bulgaria,2009,0.199754,0.629262,0.185467,3.590112,0.674497,2.560258,1.830034
412,Bulgaria,2010,0.200162,0.629389,0.188239,3.589877,0.677669,2.551664,1.83755
413,Bulgaria,2011,0.20047,0.629481,0.190407,3.587989,0.680423,2.545709,1.838541
414,Bulgaria,2012,0.200801,0.629638,0.192502,3.587085,0.68532,2.542476,1.838604
415,Bulgaria,2013,0.201143,0.629847,0.194699,3.586925,0.688987,2.540351,1.837604
416,Bulgaria,2014,0.201485,0.630069,0.196577,3.587034,0.692252,2.539345,1.835404
417,Bulgaria,2015,0.201824,0.630306,0.198616,3.587231,0.69669,2.539862,1.832053
418,Bulgaria,2016,0.202151,0.630543,0.200733,3.587363,0.700731,2.53995,1.82731
421,Canada,1991,0.314018,0.716383,0.442308,5.540824,1.811852,4.097314,1.51866
422,Canada,1992,0.314138,0.716693,0.441688,5.543399,1.830119,4.105661,1.510788
423,Canada,1993,0.314248,0.716988,0.442179,5.546001,1.854861,4.111715,1.505524
424,Canada,1994,0.314328,0.717223,0.442959,5.548263,1.882812,4.117476,1.502866
425,Canada,1995,0.314364,0.717349,0.443547,5.549673,1.912996,4.120524,1.50293
426,Canada,1996,0.314401,0.717473,0.444286,5.492732,1.974224,4.124002,1.50824
427,Canada,1997,0.314452,0.71762,0.444809,5.35503,2.07111,4.128427,1.51893
428,Canada,1998,0.314517,0.717793,0.446613,5.1902,2.178492,4.131973,1.531818
429,Canada,1999,0.314584,0.717978,0.447929,5.051829,2.267821,4.134098,1.543612
430,Canada,2000,0.314628,0.718103,0.449142,4.993251,2.309972,4.131314,1.551039
431,Canada,2001,0.31465,0.717877,0.450782,4.992785,2.317488,4.116602,1.555572
432,Canada,2002,0.314663,0.717205,0.454521,4.992945,2.318948,4.085414,1.560563
433,Canada,2003,0.31467,0.716377,0.458293,4.993633,2.318492,4.046825,1.565579
434,Canada,2004,0.31467,0.715673,0.462292,4.994661,2.31377,4.011867,1.570141
435,Canada,2005,0.314668,0.715362,0.463917,4.99589,2.307939,3.987778,1.573773
436,Canada,2006,0.314602,0.715196,0.46538,5.014462,2.293864,3.970255,1.576909
437,Canada,2007,0.314422,0.714762,0.467022,5.056273,2.26861,3.949366,1.580035
438,Canada,2008,0.314223,0.714269,0.468737,5.105764,2.238376,3.932311,1.58323
439,Canada,2009,0.314063,0.713861,0.469551,5.146801,2.213074,3.918091,1.586395
440,Canada,2010,0.314014,0.713705,0.47038,5.163625,2.19518,3.911885,1.589404
441,Canada,2011,0.314082,0.713801,0.470892,5.163595,2.188105,3.913974,1.59254
442,Canada,2012,0.314213,0.714027,0.471709,5.164413,2.187286,3.919381,1.59601
443,Canada,2013,0.314388,0.714322,0.472149,5.165811,2.19462,3.926503,1.599727
444,Canada,2014,0.314617,0.71471,0.473426,5.167921,2.207245,3.936199,1.603801
445,Canada,2015,0.314901,0.715199,0.474343,5.170797,2.22515,3.949642,1.608215
446,Canada,2016,0.315232,0.715789,0.475592,5.174359,2.248352,3.967491,1.612934
449,Chile,1991,0.195386,0.774999,0.307654,6.193298,0.950467,4.401109,2.221128
450,Chile,1992,0.195419,0.776136,0.312015,6.197261,0.934532,4.3947,2.241898
451,Chile,1993,0.195513,0.777205,0.316493,6.200814,0.922147,4.38849,2.265665
452,Chile,1994,0.195658,0.778151,0.321115,6.203894,0.916751,4.37893,2.291569
453,Chile,1995,0.195826,0.778858,0.325281,6.205818,0.914465,4.367678,2.318594
454,Chile,1996,0.196162,0.779683,0.329679,6.209794,0.917761,4.354149,2.363795
455,Chile,1997,0.196725,0.780869,0.334094,6.217644,0.928282,4.336719,2.432906
456,Chile,1998,0.197356,0.782117,0.338923,6.226701,0.942662,4.318484,2.507668
457,Chile,1999,0.197918,0.783208,0.342981,6.235086,0.957998,4.299501,2.569807
458,Chile,2000,0.198269,0.783902,0.346537,6.240662,0.973456,4.283824,2.600849
459,Chile,2001,0.198442,0.78435,0.349739,6.244696,0.991586,4.271243,2.607819
460,Chile,2002,0.198607,0.78494,0.353415,6.250227,1.013161,4.258413,2.610887
461,Chile,2003,0.198755,0.785541,0.355963,6.255864,1.038053,4.245994,2.610772
462,Chile,2004,0.198882,0.78604,0.359324,6.260465,1.062721,4.232783,2.607967
463,Chile,2005,0.198996,0.786373,0.362414,6.263251,1.085843,4.216627,2.603207
464,Chile,2006,0.199124,0.786617,0.366387,6.264955,1.107557,4.183396,2.585168
465,Chile,2007,0.199288,0.786922,0.370711,6.267107,1.127773,4.133177,2.549869
466,Chile,2008,0.199466,0.787251,0.375274,6.269484,1.14807,4.080212,2.508826
467,Chile,2009,0.199636,0.787585,0.380199,6.271932,1.164654,4.038821,2.47353
468,Chile,2010,0.199765,0.787847,0.385166,6.273744,1.178621,4.019166,2.455431
469,Chile,2011,0.19989,0.788093,0.389265,6.274701,1.191403,4.019435,2.450119
470,Chile,2012,0.200063,0.7884,0.39326,6.275085,1.202907,4.022345,2.445716
471,Chile,2013,0.200287,0.788787,0.398024,6.275241,1.215019,4.024264,2.442651
472,Chile,2014,0.200535,0.789183,0.402024,6.274801,1.226406,4.02991,2.441051
473,Chile,2015,0.200819,0.789644,0.406375,6.274265,1.23733,4.036576,2.441463
474,Chile,2016,0.201113,0.790094,0.411006,6.273138,1.247607,4.046124,2.444073
477,Colombia,1991,0.198541,0.749668,0.210789,2.618356,0.944918,2.280578,1.425829
478,Colombia,1992,0.198989,0.750069,0.211634,2.619852,0.942951,2.293496,1.443448
479,Colombia,1993,0.199349,0.750434,0.212431,2.621955,0.940979,2.304626,1.461915
480,Colombia,1994,0.199611,0.750772,0.213249,2.62442,0.939767,2.316248,1.480987
481,Colombia,1995,0.199767,0.751103,0.214247,2.627117,0.938766,2.328083,1.500452
482,Colombia,1996,0.199772,0.751299,0.214839,2.637208,0.939719,2.339456,1.524376
483,Colombia,1997,0.199649,0.751343,0.215245,2.657379,0.940091,2.353957,1.5534
484,Colombia,1998,0.199478,0.751343,0.216008,2.680772,0.94227,2.369227,1.582081
485,Colombia,1999,0.199343,0.751412,0.216348,2.700629,0.945422,2.384067,1.604951
486,Colombia,2000,0.199348,0.751741,0.216957,2.710433,0.948916,2.394519,1.616765
487,Colombia,2001,0.199473,0.752258,0.21726,2.713044,0.958026,2.405436,1.617726
488,Colombia,2002,0.199642,0.752865,0.218515,2.715981,0.975615,2.412206,1.613577
489,Colombia,2003,0.199855,0.753559,0.219406,2.719058,0.996259,2.420838,1.6076
490,Colombia,2004,0.2001,0.754305,0.220617,2.721999,1.016965,2.425944,1.602937
491,Colombia,2005,0.200364,0.755098,0.221817,2.724836,1.033644,2.429338,1.602384
492,Colombia,2006,0.200737,0.75622,0.22324,2.707042,1.049039,2.410619,1.618504
493,Colombia,2007,0.201283,0.757862,0.225744,2.66042,1.067933,2.365835,1.653701
494,Colombia,2008,0.201928,0.759763,0.228528,2.603089,1.086935,2.308239,1.695588
495,Colombia,2009,0.202567,0.761556,0.231591,2.553084,1.101678,2.256667,1.731433
496,Colombia,2010,0.203094,0.762864,0.235014,2.528589,1.110995,2.228705,1.74852
497,Colombia,2011,0.203551,0.763774,0.237897,2.523272,1.110854,2.219333,1.751944
498,Colombia,2012,0.204063,0.764691,0.241137,2.518935,1.11095,2.210586,1.755161
499,Colombia,2013,0.204627,0.765611,0.244727,2.515703,1.110399,2.204213,1.7579
500,Colombia,2014,0.205234,0.766514,0.248564,2.513603,1.105643,2.198192,1.759881
501,Colombia,2015,0.205874,0.767383,0.252133,2.512714,1.098011,2.194632,1.760847
502,Colombia,2016,0.206535,0.768184,0.256028,2.513075,1.087434,2.194091,1.760478
505,Costa Rica,1991,0.206704,0.827448,0.233253,2.862909,0.716743,2.770385,1.403366
506,Costa Rica,1992,0.2071,0.827844,0.234441,2.864883,0.717437,2.770426,1.404308
507,Costa Rica,1993,0.207432,0.828146,0.235544,2.866461,0.717955,2.771902,1.405625
508,Costa Rica,1994,0.207688,0.828366,0.236982,2.867549,0.717728,2.773763,1.407366
509,Costa Rica,1995,0.207846,0.828482,0.237681,2.868091,0.717883,2.777762,1.409576
510,Costa Rica,1996,0.207907,0.828364,0.239149,2.867732,0.71785,2.783971,1.412444
511,Costa Rica,1997,0.207911,0.828017,0.240589,2.866658,0.718139,2.792654,1.415829
512,Costa Rica,1998,0.207899,0.827644,0.241943,2.865576,0.717803,2.801895,1.41924
513,Costa Rica,1999,0.207912,0.827448,0.243599,2.865196,0.717786,2.809418,1.422175
514,Costa Rica,2000,0.207999,0.827665,0.245249,2.86638,0.718439,2.816173,1.424281
515,Costa Rica,2001,0.208179,0.828322,0.247494,2.869182,0.721527,2.822984,1.425542
516,Costa Rica,2002,0.208441,0.829303,0.249178,2.873215,0.725505,2.830938,1.42646
517,Costa Rica,2003,0.208749,0.830478,0.251286,2.878039,0.730521,2.839734,1.427217
518,Costa Rica,2004,0.209071,0.83172,0.253327,2.883204,0.735855,2.847832,1.428057
519,Costa Rica,2005,0.209372,0.832882,0.255758,2.888145,0.739405,2.852831,1.429179
520,Costa Rica,2006,0.209724,0.834119,0.258018,2.893424,0.742178,2.859133,1.431639
521,Costa Rica,2007,0.210183,0.835588,0.260834,2.899578,0.745167,2.865004,1.435702
522,Costa Rica,2008,0.210683,0.837125,0.263408,2.905984,0.748524,2.870763,1.440379
523,Costa Rica,2009,0.211143,0.83851,0.266174,2.911825,0.752342,2.877157,1.444609
524,Costa Rica,2010,0.21148,0.839513,0.268952,2.916324,0.755353,2.882125,1.447222
525,Costa Rica,2011,0.211746,0.840234,0.27126,2.919845,0.75804,2.885282,1.448878
526,Costa Rica,2012,0.212048,0.840921,0.274112,2.92315,0.7607,2.889929,1.451098
527,Costa Rica,2013,0.212385,0.841595,0.276925,2.926328,0.764173,2.891387,1.453982
528,Costa Rica,2014,0.212742,0.842209,0.280282,2.92924,0.76724,2.895363,1.457502
529,Costa Rica,2015,0.213118,0.842788,0.283687,2.932009,0.771107,2.899138,1.461754
530,Costa Rica,2016,0.213501,0.843299,0.286636,2.93454,0.775519,2.901079,1.466739
533,Croatia,1991,0.203673,0.715441,0.189222,3.440087,0.675204,3.133121,2.032308
534,Croatia,1992,0.203368,0.715411,0.185927,3.440695,0.685406,3.134432,2.027055
535,Croatia,1993,0.20313,0.715414,0.183388,3.441214,0.694856,3.133553,2.021428
536,Croatia,1994,0.202976,0.715452,0.181908,3.441627,0.704921,3.12908,2.015716
537,Croatia,1995,0.202905,0.715479,0.181413,3.441726,0.71403,3.124961,2.010082
538,Croatia,1996,0.202931,0.715669,0.181687,3.442631,0.725121,3.110432,1.995769
539,Croatia,1997,0.203013,0.716016,0.182653,3.443943,0.73925,3.083289,1.970137
540,Croatia,1998,0.203141,0.716453,0.184188,3.445648,0.75342,3.053087,1.941991
541,Croatia,1999,0.203295,0.716883,0.185994,3.447277,0.765031,3.02098,1.92017
542,Croatia,2000,0.203451,0.717198,0.187397,3.448381,0.770785,2.992715,1.913563
543,Croatia,2001,0.203741,0.717519,0.189155,3.45024,0.771647,2.967659,1.925441
544,Croatia,2002,0.20423,0.717946,0.191231,3.453109,0.769639,2.942722,1.949005
545,Croatia,2003,0.204802,0.718415,0.19451,3.456406,0.767248,2.918731,1.977219
546,Croatia,2004,0.205345,0.718848,0.196991,3.459218,0.765029,2.895932,2.003226
547,Croatia,2005,0.205747,0.719179,0.199562,3.46076,0.765491,2.875833,2.020115
548,Croatia,2006,0.206103,0.719413,0.202308,3.461086,0.766326,2.857598,2.033551
549,Croatia,2007,0.206546,0.719629,0.205239,3.460683,0.766384,2.836804,2.051808
550,Croatia,2008,0.206993,0.719852,0.207747,3.460137,0.765878,2.818361,2.070469
551,Croatia,2009,0.207353,0.720025,0.210203,3.459418,0.763321,2.803082,2.085341
552,Croatia,2010,0.207557,0.720188,0.211972,3.458796,0.761192,2.795575,2.092609
553,Croatia,2011,0.207639,0.720291,0.213205,3.457981,0.758237,2.790946,2.0944
554,Croatia,2012,0.207709,0.720379,0.214553,3.456825,0.753904,2.786208,2.095719
555,Croatia,2013,0.207752,0.720442,0.215634,3.455337,0.748641,2.782145,2.096025
556,Croatia,2014,0.207762,0.720479,0.216748,3.453567,0.741257,2.78089,2.094955
557,Croatia,2015,0.207743,0.720525,0.21708,3.451754,0.732889,2.778406,2.092207
558,Croatia,2016,0.207679,0.720549,0.217599,3.449816,0.723467,2.778055,2.08746
561,Cuba,1991,0.202553,0.939495,0.231708,4.612676,0.758808,4.119739,1.542445
562,Cuba,1992,0.202105,0.93962,0.227691,4.614403,0.758923,4.113188,1.554654
563,Cuba,1993,0.201706,0.939732,0.224335,4.615894,0.758793,4.102805,1.566299
564,Cuba,1994,0.201381,0.939822,0.221395,4.617063,0.758676,4.08824,1.576838
565,Cuba,1995,0.201152,0.939872,0.219317,4.617641,0.758707,4.069794,1.585755
566,Cuba,1996,0.200898,0.939732,0.217712,4.616229,0.758741,4.037865,1.594654
567,Cuba,1997,0.200547,0.93941,0.216184,4.612836,0.757743,3.982043,1.604791
568,Cuba,1998,0.200183,0.939018,0.214703,4.608732,0.756026,3.913582,1.615054
569,Cuba,1999,0.199901,0.938712,0.21399,4.605356,0.755244,3.843348,1.62449
570,Cuba,2000,0.199787,0.938618,0.21384,4.604015,0.754771,3.781847,1.632071
571,Cuba,2001,0.199859,0.938815,0.214536,4.604783,0.755037,3.725637,1.638498
572,Cuba,2002,0.20005,0.939243,0.216168,4.606656,0.756573,3.667606,1.645046
573,Cuba,2003,0.200304,0.939769,0.219003,4.609031,0.756712,3.610515,1.65147
574,Cuba,2004,0.200574,0.94028,0.22205,4.611342,0.758236,3.559469,1.657634
575,Cuba,2005,0.200802,0.940621,0.225154,4.612845,0.759239,3.515118,1.663283
576,Cuba,2006,0.201125,0.940841,0.228698,4.613763,0.758903,3.474393,1.671258
577,Cuba,2007,0.201655,0.941165,0.232986,4.615156,0.759317,3.436416,1.68297
578,Cuba,2008,0.202254,0.941506,0.238319,4.616636,0.759724,3.401267,1.695704
579,Cuba,2009,0.202795,0.941828,0.242274,4.618013,0.7604,3.375126,1.706818
580,Cuba,2010,0.20315,0.942086,0.246361,4.619098,0.761991,3.35815,1.713641
581,Cuba,2011,0.203372,0.942297,0.24934,4.6199,0.762393,3.348778,1.717483
582,Cuba,2012,0.203594,0.942497,0.25221,4.620629,0.76418,3.340647,1.721256
583,Cuba,2013,0.20381,0.942693,0.254452,4.621388,0.766544,3.333781,1.724807
584,Cuba,2014,0.204009,0.942852,0.257502,4.621936,0.76921,3.326268,1.728006
585,Cuba,2015,0.204195,0.943018,0.259617,4.622527,0.771342,3.322598,1.730818
586,Cuba,2016,0.20436,0.943172,0.261384,4.623063,0.774737,3.318622,1.733105
589,Cyprus,1991,0.251214,0.936923,0.424622,5.266298,0.577772,3.360337,1.051748
590,Cyprus,1992,0.251593,0.937343,0.428188,5.266246,0.578656,3.34261,1.051669
591,Cyprus,1993,0.251897,0.937725,0.432448,5.266379,0.579316,3.328933,1.051757
592,Cyprus,1994,0.252131,0.938099,0.435954,5.266902,0.579185,3.318357,1.05205
593,Cyprus,1995,0.252275,0.938402,0.43946,5.267513,0.580117,3.313509,1.052486
594,Cyprus,1996,0.252327,0.938645,0.444388,5.268624,0.579812,3.314366,1.053919
595,Cyprus,1997,0.252311,0.938845,0.448009,5.270377,0.57934,3.314421,1.056706
596,Cyprus,1998,0.252264,0.939051,0.452708,5.272602,0.578846,3.316632,1.059906
597,Cyprus,1999,0.252219,0.939284,0.457358,5.274988,0.577347,3.319096,1.06261
598,Cyprus,2000,0.252219,0.939579,0.461734,5.277392,0.576926,3.319546,1.063982
599,Cyprus,2001,0.252311,0.939381,0.467293,5.280321,0.577175,3.323126,1.064237
600,Cyprus,2002,0.252471,0.938394,0.472866,5.283827,0.575955,3.325198,1.064236
601,Cyprus,2003,0.252666,0.937187,0.478806,5.2879,0.574392,3.326806,1.064308
602,Cyprus,2004,0.252842,0.936252,0.485156,5.292027,0.572463,3.327539,1.064651
603,Cyprus,2005,0.252947,0.936058,0.489927,5.295528,0.571682,3.328013,1.065441
